Jur	G-Key	Company short name	Domicile	CH-VN	ISIN	Sec.type	Princ.floor	Product name	Security prefix	Security suffix	Maturity	EUZS	
US	GK000716210	JPMrgn Ch Fin	333	CH132970609	US48134WAZ05	6		Auto Callable Contingent Interest Notes Linked t	Reverse Convertible	2024-15.02.29 (Exp.12.02.29) on MerQube US Tech Series A	15.02.2029	   	
US	GK000716210	JPMrgn Ch Fin	333	CH132970610	US48134WHE03	6		Callable Contingent Interest Notes Linked to the	Reverse Convertible Reverse Convertible	2024-19.02.27 (Exp.16.02.27) on Indices Series A	19.02.2027	   	
US	GK000499341	GS Finance	333	CH132970611	US40057T6D10	6		Autocallable Buffered S&P 500 Index-Linked Notes	Underlying Tracker Underlying Tracker	2023-16.06.28 (Exp.09.06.28) on S&P 500 Series F	16.06.2028	   	
US	GK000711153	MStanley Fin	333	CH132970612	US61775MWN28	6		Fixed Coupon Auto-Callable Securities due Novemb	Reverse Convertible Reverse Convertible	2023-20.11.25 (Exp.17.11.25) on Advanced Micro D Series A	20.11.2025	   	
US	GK000711153	MStanley Fin	333	CH132970616	US61775M2Y15	6		Contingent Income Auto-Callable Securities due D	Reverse Convertible	2023-23.12.27 (Exp.20.12.27) on Equities Series A	23.12.2027	   	
US	GK000832186	Citigroup Glbl	333	CH132970618	US17330PLL12	6		Callable Contingent Coupon Equity Linked Securit	Reverse Convertible	2022-23.07.27 (Exp.20.07.27) on Indices Series N	23.07.2027	   	
US	GK000711153	MStanley Fin	333	CH132970620	US61773QWR63	6		Buffered PLUS Based on the Performance of a Bask	Underlying Tracker	2022-15.08.25 (Exp.12.08.25) on Basket Series A	15.08.2025	   	
US	GK000711153	MStanley Fin	333	CH132970622	US61771WZY73	6		Contingent Income Auto-Callable Securities due F	Reverse Convertible	2024-15.02.29 (Exp.12.02.29) on S&P U.S. Equity Series A	15.02.2029	   	
US	GK000832186	Citigroup Glbl	333	CH132970623	US17291TG516	6		Callable Contingent Coupon Equity Linked Securit	Reverse Convertible	2023-16.11.26 (Exp.10.11.26) on S&P 500 Series N	16.11.2026	   	
US	GK000006108	UBS London	402	CH132970624	US90303D2541	6		Airbag Autocallable Yield Notes linked to the co	9.35  %  Reverse Convertible	2024-13.02.25 (Exp.09.02.24) on NIKE Series B	13.02.2025	   	
XS	GK000141097	BNP Paribas Iss	730	CH132970626	XS2703293907	6		35680 BRL Call Quanto Certificates relating to t	Underlying tracker	2024-22.01.29 (Exp.19.01.29) on S&P 500 SPDR	22.01.2029	   	
US	GK000711153	MStanley Fin	333	CH132970628	US61771WKV99	6	100.0	Capped Allocation Notes Linked to a Basket of Gl	Protection Participation	2024-10.01.29 (Exp.05.01.29) on Indices Series A	10.01.2029	   	
US	GK000716210	JPMrgn Ch Fin	333	CH132970629	US48134WHC47	6		Uncapped Accelerated Barrier Notes Linked to the	Underlying Tracker	2024-19.02.27 (Exp.16.02.27) on Indices Series A	19.02.2027	   	
US	GK000333539	JPMorgan	333	CH132970632	US46655WTX82	6		Certificates of Deposit Linked to the J.P. Morga	Protection Participation	2024-19.02.27 (Exp.16.02.27) on J.P. Morgan Tactical Blend	19.02.2027	   	
US	GK000662425	Bank of Montreal	184	CH132970634	US06375MQY48	6		Autocallable Barrier Notes with Contingent Coupo	Reverse Convertible	2024-05.08.25 (Exp.31.07.25) on S&P 500 Series I	05.08.2025	   	
US	GK000006108	UBS London	402	CH132970636	US90303D2624	6		Trigger Autocallable Contingent Yield Notes Link	Reverse Convertible	2024-14.02.29 (Exp.09.02.29) on Indices Series B	14.02.2029	   	
US	GK000042024	HSBC USA	333	CH132970639	US40447AVU59	6	10.0	Dual Directional Buffered Notes Linked the S&P 5	Underlying Tracker	2024-05.02.26 (Exp.02.02.26) on S&P 500	05.02.2026	   	
US	GK000716210	JPMrgn Ch Fin	333	CH132970640	US48134WFX02	6		Auto Callable Contingent Interest Notes Linked t	Reverse Convertible	2024-22.02.29 (Exp.16.02.29) on MerQube US Series A	22.02.2029	   	
US	GK000716210	JPMrgn Ch Fin	333	CH132970642	US48134WGM38	6		Auto Callable Contingent Interest Notes Linked t	Reverse Convertible	2024-22.02.29 (Exp.16.02.29) on MerQube US Series A	22.02.2029	   	
US	GK000673151	Toronto Dominion Bk	184	CH132970643	US89115FRX14	6		Callable Contingent Interest Barrier Notes Linke	Reverse Convertible	2024-18.02.27 (Exp.12.02.27) on Basket Series E	18.02.2027	   	
US	GK000711153	MStanley Fin	333	CH132970645	US61771WEW47	6	100.0	Market Linked Notes due February 4, 2027 Based o	Protection Participation	2024-04.02.27 (Exp.01.02.27) on S&P 500 Series A	04.02.2027	   	
US	GK000716210	JPMrgn Ch Fin	333	CH132970646	US48134WGK71	6		Auto Callable Contingent Interest Notes Linked t	Reverse Convertible	2024-20.11.25 (Exp.17.11.25) on Equities Series A	20.11.2025	   	
US	GK000360488	Barclays Bank	402	CH132970647	US06748L1070	6		Trigger Autocallable Contingent Yield Notes link	Reverse Convertible	2024-12.02.27 (Exp.09.02.27) on CSX Series A	12.02.2027	   	
UK	GK000562832	Goldman Sachs	402	CH132970648	GB00BRTBWF12	6		3-Year USD Worst of Phoenix Autocallable Certifi	Reverse Convertible	2024-08.01.27 (Exp.05.01.27) on Indicies	08.01.2027	   	
XS	GK000607359	SG Issuer	576	CH132970652	XS2746290886	6		Phoenix Plus on EURO STOXX	Reverse Convertible	2024-17.02.25 (10.02.25) On Equities	17.02.2025	   	
US	GK000716210	JPMrgn Ch Fin	333	CH132970654	US48134WGP68	6		Review Notes Linked to the MerQube US Large-Cap	Reverse Convertible	2024-14.02.29 (Exp.09.02.29) on MerQube Series A	14.02.2029	   	
XS	GK000716210	JPMrgn Ch Fin	333	CH132970655	XS2729820402	6		Issue of USD Digital Certificates Linked to the	Reverse convertible	2024-03.03.25 (Exp.24.02.25) On Equities	03.03.2025	   	
US	GK000663599	CIBC	184	CH132970656	US13607XQA80	6		Digital S&P 500 Index-Linked Notes due March 18,	Reverse Convertible	2024-18.03.26 (Exp.16.03.26) on S&P 500	18.03.2026	   	
US	GK000499341	GS Finance	333	CH132970657	US40057YCX94	6		Autocallable Fixed Coupon Equity-Linked Notes du	0.95 % (11.4 % p.a.) Reverse Convertible	2024-16.02.27 (Exp.08.02.27) on Equities Series F	16.02.2027	   	
US	GK000360488	Barclays Bank	402	CH132970658	US06748L3050	6		Trigger Autocallable Contingent Yield Notes link	Reverse Convertible	2024-12.02.27 (Exp.09.02.27) on Micron Technolog Series A	12.02.2027	   	
US	GK000716210	JPMrgn Ch Fin	333	CH132970659	US48134WGT80	6		Review Notes Linked to the MerQube US Large-Cap	Reverse Convertible	2024-03.03.27 (Exp.26.02.27) on Mer US L Cap Vol Series A	03.03.2027	   	
XS	GK000141097	BNP Paribas Iss	730	CH132970661	XS2714117582	6		Autocall	Reverse Convertible	2024-20.02.29 (06.02.29) on STMicroelectronics	20.02.2029	   	
XS	GK000645042	Nomura Int'l Fd	846	CH132970665	XS2703753835	6		Issue of HKD 6000000 Notes linked to a Mixed Bas	Underlying tracker	2024-18.02.25 (Exp.14.02.25) on BASKET	18.02.2025	   	
US	GK000499341	GS Finance	333	CH132970667	US36267H4011	6		Buffer Autocallable GEARS Linked to the Invesco	Underlying Tracker	2024-12.02.27 (Exp.09.02.27) on Invesco S&P 500 Series F	12.02.2027	   	
XS	GK000381915	JP Morgan SP	730	CH132970713	XS2729821392	6		Issue of USD Auto-Callable Yield Notes Linked to	2.25 % (9 %) Reverse Convertible	2024-17.02.26 (exp.09.02.26) On MercadoLibre, Inc	17.02.2026	   	
US	GK000333539	JPMorgan	333	CH132970720	US46655WTU44	6		Callable Contingent Interest Certificates of Dep	Protection Participation	2024-02.03.34 (Exp.27.02.34) on EURO STOXX Banks	02.03.2034	   	
XS	GK000141097	BNP Paribas Iss	730	CH132970741	XS2714113672	6		18M Autocallable Reverse Convertible Worst-of on	0.742 % (pro rata) Reverse Convertible	2024-15.08.25 (Exp.08.08.25) on Equities	15.08.2025	   	
XS	GK000360488	Barclays Bank	402	CH132970742	XS2706612202	6		Worst-of Quanto Autocallable Notes linked to a B	2.8975 % (pro rata) Reverse Convertible	2024-10.02.25 (Exp.03.02.25) on Equities	10.02.2025	   	
XS	GK000141097	BNP Paribas Iss	730	CH132970745	XS2714117749	6		Autocall	REverse Convertible	2024-20.02.29 (06.02.29) on Engie SA	20.02.2029	   	
XS	GK000607359	SG Issuer	576	CH132970746	XS2746289953	6		Phoenix Plus Worst Of onAXA SA and ASML HOLDING	Reverse Convertible	2024-15.02.27 (08.02.27) On Equities	15.02.2027	   	
DE	GK000299606	Deutsche Bank	044	CH132970747	DE000DB9VPG5	6		Festzins-Zertifikat bezogen auf DAX Index (Perfo	4.15 % Reverse Convertible	2024-01.03.27 (Exp.24.02.27) on DAX	01.03.2027	   	
XS	GK000141097	BNP Paribas Iss	730	CH132970748	XS2705280233	6		1250 EURAthena Premium Certificates relating to	Reverse convertible	2024-09.02.29 (Exp.26.02.29) on AIRBUS BR	09.02.2029	   	
XS	GK000141097	BNP Paribas Iss	730	CH132970750	XS2716258988	6		Autocall	Reverse Convertible	2024-22.02.29 (08.02.29) on Credit Agricole SA	22.02.2029	   	
XS	GK000141097	BNP Paribas Iss	730	CH132970751	XS2712403257	6		Autocall	Reverse Convertible	2024-16.02.29 (02.02.29) on Compagnie Financiere	16.02.2029	   	
FR	GK000423627	CA CIB FS	369	CH132970752	FR2CIBFS5192	6			Structured Note	2024-07.02.29 on EURIBOR 3M EUR	07.02.2029	   	
US	GK000716210	JPMrgn Ch Fin	333	CH132970753	US48134WGZ41	6		Auto Callable Contingent Interest Notes Linked t	Reverse Convertible	2024-26.03.25 (Exp.21.03.25) on NextEra Energy Series A	26.03.2025	   	
US	GK000711153	MStanley Fin	333	CH132970754	US61775MY750	6		Morgan Stanley Finance LLC 5,000,000 Capped Allo	Protection Participation	2023-19.12.28 (Exp.14.12.28) on Indices Series A	19.12.2028	   	
US	GK000333539	JPMorgan	333	CH132970755	US46655WTW00	6		Capped Digital Certificates of Deposit Linked to	Protection Participation	2024-22.02.29 (Exp.16.02.29) on Indices	22.02.2029	   	
US	GK000006108	UBS London	402	CH132970756	US90303D2475	6		Airbag Autocallable Yield Notes	8.6  %   Reverse Convertible	2024-13.02.25 (Exp.10.02.25) on Skechers U.S.A. Series B	13.02.2025	   	
US	GK000716210	JPMrgn Ch Fin	333	CH132970757	US48134WGE12	6	20.0	Capped Buffered Return Enhanced Notes Linked to	Underlying Tracker	2024-20.02.26 (Exp.17.02.26) on ESTX50 EUR P Series A	20.02.2026	   	
US	GK000006108	UBS London	402	CH132970758	US90303D2392	6		Airbag Autocallable Yield Notes linked to the co	10.90  %   Reverse Convertible	2024-13.02.25 (Exp.10.02.25) on Blackstone Series B	13.02.2025	   	
XS	GK000141097	BNP Paribas Iss	730	CH132970761	XS2716246546	6		4 Years BNP Paribas Synergy Preference Share lin	Underlying Tracker	2024-23.02.28 (Exp.09.02.28) on Indices	25.02.2028	   	
XS	GK000197956	Itau Unibanco	102	CH132970765	XS2767511152	6		Brazilian FX Indexed Notes due February 10th, 20	Underlying Tracker	2024-10.02.25 (Exp.06.02.25) on BRL/BRL	10.02.2025	   	
XS	GK000423627	CA CIB FS	369	CH132970766	XS2706968307	6		Climber Reload Autocall linked to: NIKKEI 225, S	Structured Note	2024-22.02.28 (Exp.07.02.28) on Equities	22.02.2028	   	
XS	GK000286585	Santander Intl	510	CH132970767	XS2766223239	6		3Y USD Autocallable Memory Coupon Phoenix Share	Reverse Convertible	2024-01.03.27 (Exp.22.02.27) on Equities	01.03.2027	   	
XS	GK000141097	BNP Paribas Iss	730	CH132970771	XS2708000844	6		1256 EUR Athena Privilege  Certificates relating	Reverse convertible	2024-09.02.29 (Exp.26.01.29) on CREDIT AGRICOLE	09.02.2029	   	
XS	GK000141097	BNP Paribas Iss	730	CH132970772	XS2712414536	6		1y Phoenix Snowball on S&P 500 in USD This certi	Reverse Convertible	2024-18.02.25 (Exp.10.02.25) On S&P 500	18.02.2025	   	
XS	GK000141097	BNP Paribas Iss	730	CH132970775	XS2708001578	6		1,250 EUR Athena Premium Certificates relating t	Reverse convertible	2024-09.02.29 (Exp.26.01.29) on SAINT-GOBAIN	09.02.2029	   	
XS	GK000141097	BNP Paribas Iss	730	CH132970776	XS2712410385	6		1y Phoenix Snowball on S&P 500 in USD This certi	Reverse Convertible	2024-10.02.25 (Exp.03.02.25) On S&P 500	10.02.2025	   	
XS	GK000513450	BBVA Glob Mrkt	730	CH132970784	XS2696246631	6		Sweet Autocallable Fixed Coupon on Share due 202	Reverse Convertible	2024-16.02.26 (Exp.09.02.26) on Equities	16.02.2026	   	
FR	GK000607359	SG Issuer	576	CH132970785	FR001400NE29	6		Opportunite Juin 2024	Protection Participation	2024-28.06.34 (Exp.21.06.34) on ICE EURIBBF10Y	28.06.2034	   	
XS	GK000141097	BNP Paribas Iss	730	CH132970836	XS2714116931	6		18M Phoenix on EURO STOXX 50 in EUR	Reverse convertible	2024-20.08.25 (Exp.06.08.25) on ESTOX50 EUR P	20.08.2025	   	
XS	GK000563119	Mediobanca	525	CH132970845	XS2750300316	6		Issue of up to 2,000 Certificates "Knock-in Reve	Reverse Convertible	2024-02.08.27 (Exp.26.07.27) On Equities	02.08.2027	   	
XS	GK000513450	BBVA Glob Mrkt	730	CH132970850	XS2696246557	6		Sweet Autocallable Fixed Coupon on Share due 202	Reverse Convertible	2024-17.02.26 (Exp.09.02.26) on Equities	17.02.2026	   	
XS	GK000141097	BNP Paribas Iss	730	CH132970864	XS2714121006	6		Document d Informations Cles	Reverse convertible	2024-22.02.27 (Exp.08.02.27) on SAINT-GOBAIN	22.02.2027	   	
XS	GK000141097	BNP Paribas Iss	730	CH132970866	XS2701368693	6		40 USD "Buffered Return Enhanced" Certificates r	Underlying Tracker	2024-27.01.25 (Exp.17.01.25) RUSSELL 2000	27.01.2025	   	
XS	GK000513450	BBVA Glob Mrkt	730	CH132970867	XS2696246474	6		Sweet Autocallable Fixed Coupon on Share due 202	Reverse Convertible	2024-17.02.26 (Exp.09.02.26) on Equities	17.02.2026	   	
XS	GK000197171	BNP Paribas	470	CH132970871	XS2707454406	6		31 Days HKD Single Stock Zero Interest Bull Equi	Reverse Convertible	2024-25.03.24 (Exp.21.03.24) on BYD	25.03.2024	   	
XS	GK000132636	Morgan Stanley	730	CH132970878	XS2754655004	6		5 Year GBP Worst of Phoenix Autocall Notes linke	Reverse Convertible	2024-21.02.29 (Exp.06.02.29) on Indices	21.02.2029	   	
XS	GK000141097	BNP Paribas Iss	730	CH132970879	XS2714122822	6		Document dInformations Cles	Reverse convertible	2024-20.02.26 (Exp.06.02.26) on TESLA	20.02.2026	   	
XS	GK000563119	Mediobanca	525	CH132970883	XS2753304265	6		Issue of up to 2,000 Certificates "Knock-in Reve	8.25 % Reverse Convertible	2024-13.08.25 (Exp.06.08.25) On GENERALI N	13.08.2025	   	
XS	GK000132636	Morgan Stanley	730	CH132970887	XS2754503089	6		5 Year EUR Phoenix Autocall Notes linked to Stel	Reverse Convertible	2024-06.02.29 (Exp.30.01.29) on STELLANTIS BR	06.02.2029	   	
XS	GK000132636	Morgan Stanley	730	CH132970894	XS2754584063	6		Issue of USD 320,000 Basket of Shares Note	1.25 % Reverse Convertible	2024-21.02.25 (Exp.13.02.25) On Equities	21.02.2025	   	
XS	GK000367212	RBC London	402	CH132970895	XS2729255344	6		sue of EUR 3000000 Credit Linked Redemption Note	Structured notes	2024-29.12.33 on CREDIT AGRICOLE SA	29.12.2033	   	
DE	GK000025844	DekaBank	044	CH132970896	DE000DK1A655	6		DekaBank Express-Zertifikat Relax 06/2028 bezoge	Reverse Convertible	2024-21.06.28 (Exp.13.06.28) auf ESTX50 EUR P	21.06.2028	   	
US	GK000711153	MStanley Fin	333	CH132970902	US61771WQK70	6		Trigger PLUS Based on the Value of the Worst Per	Underlying Tracker	2024-07.02.29 (Exp.02.02.29) on Shares Series A	07.02.2029	   	
US	GK000080479	BNP Paribas	369	CH132970903	US05611LZ300	6		CONTINGENT INCOME NOTES LINKED TO THE PERFORMANC	Reverse Convertible	2024-14.02.29 (Exp.07.02.29) on S&P 500 Series 12769	14.02.2029	   	
US	GK000662425	Bank of Montreal	184	CH132970904	US06369NMM01	6		Autocallable Barrier Notes with Contingent Coupo	Reverse Convertible	2023-01.10.25 (Exp.26.09.25) on Pfizer Series I	01.10.2025	   	
US	GK000042024	HSBC USA	333	CH132970906	US40443B2135	6		Notes Linked to the Russell 2000 Index due on Fe	Reverse Convertible	2024-14.02.29 (Exp.09.02.29) on Russell	14.02.2029	   	
US	GK000832186	Citigroup Glbl	333	CH132970907	US17291T2E74	6		Callable Contingent Coupon Equity Linked Securit	Reverse Convertible	2023-01.11.28 (Exp.27.10.28) on Indices Series N	01.11.2028	   	
XS	GK000197171	BNP Paribas	470	CH132970973	XS2707454315	6		31 Days HKD Single Stock Zero Interest Bull Equi	Reverse Convertible	2024-25.03.24 (Exp.21.03.24) on HK EX & CLEARING	25.03.2024	   	
XS	GK000197171	BNP Paribas	470	CH132970985	XS2707455478	6		2 Months HKD Single Stock Digital Coupon Notes	Underlying Tracker	2024-23.04.24 (Exp.16.04.24) on JD.COM	23.04.2024	   	
FR	GK000656747	LCL Emissions	369	CH132970987	FR001400ITI5	6			Structured Note	2024-04.07.28 on	04.07.2028	   	
XS	GK000141097	BNP Paribas Iss	730	CH132970988	XS2717647585	6		1Y Phoenix Worst-of on Invesco QQQ Trust Series	Reverse Convertible	2024-06.03.25 (Exp.27.02.25) on Equities	06.03.2025	   	
US	GK000499341	GS Finance	333	CH132970990	US40057XPZ23	6		Leveraged Buffered Index Linked Notes	Underlying Tracker Underlying Tracker	2024-30.07.26 (Exp.27.07.26) on Russell 2000 Series F	30.07.2026	   	
US	GK000716210	JPMrgn Ch Fin	333	CH132970992	US48134WGS08	6		Auto Callable Contingent Interest Notes Linked t	Reverse Convertible Reverse Convertible	2024-12.03.29 (Exp.07.03.29) on The MerQube US Series A	12.03.2029	   	
US	GK000333539	JPMorgan	333	CH132970994	US4662AA8697	6		Mandatory Exchangeable Notes Linked to the Commo	Protection Participation Protection Participation	2024-03.03.25 (Exp.27.02.25) on MetLifeticipation	03.03.2025	   	
US	GK000716210	JPMrgn Ch Fin	333	CH132970996	US48134WHJ99	6		Buffered Digital Notes Linked to the Lesser Perf	Reverse Convertible Reverse Convertible	2024-19.02.27 (Exp.16.02.27) on Indices Series A	19.02.2027	   	
US	GK000716210	JPMrgn Ch Fin	333	CH132970998	US48134WGL54	6		Callable Contingent Interest Notes Linked to the	Reverse Convertible Reverse Convertible	2024-19.02.27 (Exp.16.02.27) on Funds Series A	19.02.2027	   	
US	GK000006108	UBS London	402	CH132971000	US90303D1972	6		Trigger In Digital Securities Linked to the Rele	Reverse Convertible Reverse Convertible	2024-11.04.25 (Exp.09.04.25) on Brent Crude Oil Series B	11.04.2025	   	
XS	GK000141097	BNP Paribas Iss	730	CH132971024	XS2717647403	6		1Y Phoenix Worst-of on iShares MSCI Japan ETF, i	Reverse Convertible	2024-06.03.25 (Exp.27.02.25) on Equities	06.03.2025	   	
XS	GK000381915	JP Morgan SP	730	CH132971043	XS2728948337	6		1-year 6-months 11.30% p.a. Autocallable Barrier	11.30 % Reverse Convertible	2024-12.08.25 (Exp.05.08.25) on Equities	12.08.2025	   	
US	GK000716210	JPMrgn Ch Fin	333	CH132971050	US48133W3L00	6		Buffered Digital Notes Linked to the 1 Year U.S.	Reverse Convertible	2024-21.02.25 (Exp.18.02.25) on ICE Swap Rate Seris A	21.02.2025	   	
SM	GK000955495	Agility Secu	576	CH132971054	LU2757010090	6		Of Series of Notes "Real Estate Opportunities Pr	Underlying Tracker	2024-31.12.38 on Basket	31.12.2038	   	
FR	GK000129268	HSBC Cont Eur	369	CH132971059	FR001400O069	6		(9.75% p.a.) USD 4 Years Autocallable Plus (Reco	Reverse Convertible	2024-25.02.28 (Exp.08.02.28) on Indicies	25.02.2028	   	
XS	GK000360488	Barclays Bank	402	CH132971078	XS2706669491	6		European Barrier Autocallable Notes linked to IN	Reverse Convertible	2024-04.04.34 (Exp.28.03.34) on ING GROUP	04.04.2034	   	
XS	GK000563119	Mediobanca	525	CH132971081	XS2761136584	6		1-Way Cap Securities linked to EURO STOXX Techno	Protection Participation	2024-09.02.27 (Exp.02.02.27) On ESTXTec EUR P	09.02.2027	   	
FR	GK000408308	Mor Stan & Co	402	CH132971083	FRIP000009P8	6		7 Year EUR Worst of Phoenix Autocall Notes linke	Reverse Convertible	2024-18.02.31 (Exp.10.02.31) on Indices	18.02.2031	   	
XS	GK000637212	Citigroup	576	CH132971265	XS2742535094	6		Issue of RMB 2000000 Worst of Fixed Coupon Autoc	Structured notes	2024-20.08.24 on Equities	20.08.2024	   	
XS	GK000607359	SG Issuer	576	CH132971266	XS2746279301	6		Issuer Callable on iSTOXX Eurozone ESG 50 NR Dec	Reverse Convertible	2024-14.02.29 (Exp.07.02.29) on STXESGE50NR EUR IDX	14.02.2029	   	
XS	GK000563119	Mediobanca	525	CH132971267	XS2761136824	6		1-Way Cap Securities linked to EURO STOXX Health	Protection Participation	2024-09.02.27 (Exp.02.02.27) On ESTXHeC EUR P	09.02.2027	   	
XS	GK000141097	BNP Paribas Iss	730	CH132971277	XS2716255372	6		4Y Phoenix Snowball Worst-of on SX7P (Banks), SX	Reverse Convertible	2024-15.02.28 (Exp.08.02.28) on Indices	15.02.2028	   	
XS	GK000513450	BBVA Glob Mrkt	730	CH132972279	XS2695917653	6		Phoenix Memory on Share due 2025	Reverse Convertible	2024-19.02.25 (Exp.12.02.25) on Equities	19.02.2025	   	
XS	GK000360488	Barclays Bank	402	CH132972293	XS2706669814	6		European Barrier Autocallable Notes linked to BN	Reverse Convertible	2024-07.03.34 (Exp.28.02.34) on BNP PARIBAS	07.03.2034	   	
XS	GK000607359	SG Issuer	576	CH132972300	XS2746270185	6		Issue of USD 700000 Notes due 13 August 2024Unco	10.68 % Reverse convertible	2024-13.08.24 (Exp.06.08.24) on Equities	13.08.2024	   	
XS	GK000477379	Stork Accept	576	CH132972303	XS2766829977	6		Guaranteed Note Stork Dynamic Multi-Strategies 5	Structured Note	2024-30.04.29 (Exp.31.03.29) on Stork Fund	30.04.2029	   	
XS	GK000637212	Citigroup	576	CH132973304	XS2752619556	6		Coupon Barrier Autocall Notes Based Uponthe SPDR	Reverse Convertible	2024-22.02.27 (Exp.16.02.27) On SPDR S&P RG BK ETF	22.02.2027	   	
XS	GK000365893	HSBC BANK	402	CH132973305	XS2767972040	6		11.52 p.a USD 18 Months Autocallable Reverse 1St	2.88 % Reverse convertible	2024-22.08.24 (Exp.08.02.24) on Equities	22.08.2024	   	
XS	GK000513450	BBVA Glob Mrkt	730	CH132973307	XS2696255970	6		Phoenix Memory on Share due 2029	Reverse Convertible	2024-16.02.29 (Exp.09.02.29) on BNP Paribas	16.02.2029	   	
XS	GK000141097	BNP Paribas Iss	730	CH132973312	XS2716243105	6		2Y Phoenix Snowball Worst-of on ESTEE LAUDER COM	Reverse Convertible	2024-16.02.26 (Exp.09.02.26) on Equities	16.02.2026	   	
XS	GK000513450	BBVA Glob Mrkt	730	CH132973313	XS2696241756	6		Autocallable on Share due 2029	Reverse Convertible	2024-09.02.29 (Exp.02.02.29) on BNP PARIBAS	09.02.2029	   	
FR	GK000044994	NATIXIS	369	CH132973316	FR001400O1H0	6			Structured Note	2024-01.03.38 on	01.03.2038	   	
FR	GK000044994	NATIXIS	369	CH132973317	FR001400O1R9	6			Structured Note	2024-01.03.34 on	01.03.2034	   	
FR	GK000044994	NATIXIS	369	CH132973318	FR001400O1T5	6			Structured Note	2024-01.03.36 on	01.03.2036	   	
FR	GK000044994	NATIXIS	369	CH132973319	FR001400O1Z2	6			Structured Note	2024-01.03.38 on	01.03.2038	   	
FR	GK000012187	Banque Palatine	369	CH132973320	FR001400O1B3	6			Structured Note	2024-22.02.27 on	22.02.2027	   	
FR	GK000640560	Natixis Str Iss	576	CH132973321	FR001400O1S7	6			Structured Note	2024-21.02.29 on	21.02.2029	   	
XS	GK000197171	BNP Paribas	470	CH132973322	XS2707448853	6		12 Months USD Single Stock Bull Bear Notes with	Protection Participation	2024-26.02.25 (Exp.24.02.25) on NVIDIA CORP	26.02.2025	   	
XS	GK000141097	BNP Paribas Iss	730	CH132973326	XS2714124950	6		2Y Phoenix Worst-of on Alphabet Inc, Meta Platfo	Reverse Convertible	2024-17.02.26 (exp.09.02.26) on Equities	17.02.2026	   	
XS	GK000673151	Toronto Dominion Bk	184	CH132973328	XS2637941688	6			Reverse Convertible	2023-06.09.24rtible	06.09.2024	   	
XS	GK000610990	Merrill Lynch	730	CH132973329	XS2664318560	6			4.5 % Reverse Convertible	2023-07.12.26 on M'bishi UFJ Finl	07.12.2026	   	
XS	GK000610990	Merrill Lynch	730	CH132973330	XS2664318727	6			3.95 % Reverse Convertible	2023-07.12.26 on Panasonic	07.12.2026	   	
XS	GK000610990	Merrill Lynch	730	CH132973331	XS2664318990	6			Reverse Convertible	2023-07.12.26 on M'bishi UFJ Finl	07.12.2026	   	
XS	GK000610990	Merrill Lynch	730	CH132973332	XS2664319295	6			4.65 % Reverse Convertible	2023-07.12.26 on M'bishi UFJ Finl	07.12.2026	   	
XS	GK000610990	Merrill Lynch	730	CH132973333	XS2664319378	6			4.2 % Reverse Convertible	2023-07.12.26 on Dai-ichi Life Hldgs	07.12.2026	   	
XS	GK000046673	Morgan Stan Jer	411	CH132973334	XS2682886432	6			4.56 % Reverse Convertible	2023-07.12.26 on ANA HLDGS	07.12.2026	   	
XS	GK000046673	Morgan Stan Jer	411	CH132973335	XS2682931915	6			2.01 % Reverse Convertible	2023-07.12.28 on JPN POST HLDGS	07.12.2028	   	
XS	GK000197171	BNP Paribas	470	CH132973336	XS2693467792	6			0.77 % (pro rata) Reverse Convertible	2024-07.11.24 on a Basket Convertible	07.11.2024	   	
XS	GK000197171	BNP Paribas	470	CH132973337	XS2693489259	6			1.62 % (pro rata) Reverse Convertible	2024-07.01.25 on a Basket Convertible	07.01.2025	   	
XS	GK000197171	BNP Paribas	470	CH132973338	XS2693489762	6			1 % (pro rata) Reverse Convertible	2024-07.01.25 on a Basketnvertible	07.01.2025	   	
XS	GK000637212	Citigroup	576	CH132973339	XS2695510201	6			Reverse Convertible	2023-06.12.24rtible	06.12.2024	   	
XS	GK000141097	BNP Paribas Iss	730	CH132973340	XS2699242686	6			5.8 % Reverse Convertible	2024-08.08.25 on a Basket	08.08.2025	   	
XS	GK000141097	BNP Paribas Iss	730	CH132973342	XS2699244203	6			Reverse Convertible	2024-10.02.25 on Daikin Industries	10.02.2025	   	
XS	GK000141097	BNP Paribas Iss	730	CH132973343	XS2699270208	6			5.15 % Reverse Convertible	2024-07.08.25 on a Baskete	07.08.2025	   	
XS	GK000141097	BNP Paribas Iss	730	CH132973344	XS2699275421	6			17.12 % Reverse Convertible	2024-10.02.25 on a Basketle	10.02.2025	   	
XS	GK000141097	BNP Paribas Iss	730	CH132973345	XS2699275694	6			23.24 % Reverse Convertible	2024-08.08.24 on a Basketle	08.08.2024	   	
XS	GK000141097	BNP Paribas Iss	730	CH132973346	XS2699275777	6			27.66 % Reverse Convertible	2024-08.08.24 on a Basketle	08.08.2024	   	
XS	GK000141097	BNP Paribas Iss	730	CH132973347	XS2699275850	6			Reverse Convertible	2024-09.05.24 on a Basket	09.05.2024	   	
XS	GK000141097	BNP Paribas Iss	730	CH132973348	XS2699276072	6			Reverse Convertible	2024-08.08.24 on a Basket	08.08.2024	   	
XS	GK000141097	BNP Paribas Iss	730	CH132973349	XS2699276155	6			Reverse Convertible	2024-09.05.24 on a Basket	09.05.2024	   	
